,exam_score
43793,100
3040,100
64895,68
2764,91
46848,91
68477,100
71505,98
37726,98
1728,82
13380,91
30729,93
41733,87
30019,83
75818,100
26592,73
24948,99
29199,72
16201,70
26991,50
73466,74
46200,71
33849,82
7393,89
37872,95
9697,78
7565,92
15230,100
79940,75
43584,86
5978,87
63032,100
15352,73
79449,80
14490,91
59233,91
65115,98
3210,100
25255,76
20424,100
75974,54
69896,100
74870,88
21104,94
45255,97
72311,97
76077,96
74276,93
7924,100
1870,95
7419,95
57240,100
27126,85
56868,77
7346,100
42906,100
62318,88
1226,97
66060,92
68848,100
67608,93
67129,100
55040,83
28446,100
37343,96
7575,94
39465,84
78377,100
74521,100
3433,88
15461,91
43489,76
70126,78
6001,88
24219,89
42233,84
47619,100
5905,63
26160,87
63,96
55554,86
70743,89
58331,92
55491,91
26688,92
74733,94
15339,81
22467,89
11548,91
45056,100
52012,95
58444,91
49545,100
44912,100
27401,71
34864,92
8921,67
2394,69
48512,98
9508,100
8528,100
32603,99
77374,90
33917,71
21804,88
45292,100
62628,100
19342,93
36157,93
76386,82
55772,82
72692,81
10969,94
73108,100
67834,75
21518,75
15427,99
52909,87
39719,100
71697,87
74532,79
24403,95
67832,90
77370,75
63721,97
55508,100
41792,95
3964,77
58634,90
45071,100
70451,67
55406,91
47214,90
77711,100
77247,87
38980,95
6360,73
26254,99
64527,72
8907,100
32713,72
70817,100
23165,87
351,54
23526,91
77873,93
74363,99
27365,82
63198,100
33206,97
5154,57
41571,100
74599,84
40304,86
59858,77
6617,73
40517,81
4457,100
17152,98
38222,95
28749,70
53649,96
34020,100
11380,78
50181,95
43609,92
51406,83
46438,67
76322,94
15439,98
16279,81
48783,72
76692,93
7365,78
52776,82
78351,88
61982,100
1344,97
45806,92
39907,86
63623,80
29092,94
45428,99
21722,87
60562,92
56100,85
34160,100
35873,81
60708,100
30796,90
50625,100
19700,94
22943,82
37832,100
28635,100
51600,92
29127,99
49740,99
23703,100
12796,91
39082,68
31877,100
62286,97
57796,94
2590,100
31275,99
43757,100
27991,89
66631,100
20878,100
60039,85
53915,68
50495,99
15180,92
61341,100
40787,81
7536,88
26836,100
2675,67
79311,83
26651,98
50160,94
36010,100
43724,75
62180,73
61985,64
55807,87
75593,84
3952,97
73463,85
19510,62
52340,100
74820,100
75567,100
69300,72
66314,100
40768,91
67200,100
67780,86
18735,88
76599,92
46949,100
6530,65
20763,77
47202,100
16151,63
26825,88
50013,72
5844,65
72264,100
33082,100
67112,100
49636,100
22812,99
24996,75
28930,100
52315,100
7952,88
61371,99
9278,100
72123,99
24591,100
3710,95
58360,76
79142,99
61797,92
41853,87
62249,100
19615,60
19023,97
2630,80
73648,100
40989,97
19122,100
55478,94
34444,99
51054,78
50459,84
49067,100
2531,100
2957,100
5163,97
51391,81
37255,94
35538,98
8552,87
66576,99
5164,100
57479,92
26881,63
35627,88
78498,94
39902,100
66265,100
54922,98
57336,100
38815,74
78630,100
3678,93
17932,93
27168,70
17162,90
41593,76
73137,93
67271,76
10687,100
76863,97
65816,99
25439,94
3547,96
32895,100
12956,94
73624,87
54409,94
77984,63
7357,81
36183,90
41287,96
48932,73
3021,81
47326,100
65699,95
8543,100
25564,67
75304,77
39816,96
60258,99
71162,84
1993,100
42412,100
77637,87
31566,97
13899,100
68905,100
35807,60
70948,100
77935,95
75491,74
31427,99
34100,84
1855,73
32659,88
31690,100
4263,98
73435,96
43619,76
45854,96
20407,70
36790,72
70354,82
17059,85
54220,100
65747,96
74906,94
32233,89
45911,97
61287,75
858,59
49645,100
35392,99
51659,86
36099,76
44315,95
66322,68
10294,88
28453,72
21034,99
53810,99
11398,93
26411,100
49962,81
22385,99
67189,79
78090,81
53132,84
27965,99
58270,100
79489,98
76444,100
24377,62
62086,65
76998,100
69897,92
68834,99
46661,98
50488,100
4925,76
63140,95
14948,75
42416,100
71410,86
21200,100
51128,100
65280,72
40275,48
47731,67
20480,82
48208,79
61294,82
8006,95
68222,97
24830,96
56125,98
6470,100
78471,100
35864,66
33407,100
31602,95
6181,94
9836,95
10552,85
29767,90
7290,100
7478,100
61816,73
49585,71
65007,100
16772,79
70468,84
37835,98
61864,76
1027,92
44929,74
34088,85
4687,78
79367,100
21412,70
21326,89
53572,93
53176,87
63535,89
72023,74
27942,98
51363,73
16995,100
61219,59
51745,83
16835,100
54360,67
73290,75
72053,100
78393,91
59893,98
40274,67
49185,78
65187,95
30331,94
46860,100
22947,66
24330,91
59901,95
30528,94
37425,90
68937,100
27891,88
53361,87
77162,79
9917,85
39851,68
63040,100
5272,98
3199,73
5851,84
55096,100
36535,80
21503,98
26726,100
40667,94
21513,100
40070,100
49498,92
3555,100
13846,63
67411,100
13488,86
50189,96
28729,92
70116,98
6243,96
77867,96
66234,80
44919,78
32692,83
37749,79
73121,93
63081,100
12759,67
21888,99
78166,89
53081,91
35191,100
52489,97
71414,94
12519,92
60539,100
7653,98
60549,87
74040,94
40447,63
40028,100
29833,100
22971,70
71440,100
1933,71
15795,95
14688,99
45127,100
25180,100
8705,76
59705,99
74710,91
66210,96
18138,92
45449,100
66928,95
65781,59
26613,100
19527,92
19519,100
6701,83
28800,97
34861,98
46788,100
75675,95
60429,96
8335,83
62296,60
55720,97
53597,99
20516,73
41044,100
79821,81
41033,83
42062,82
51474,100
44544,71
46180,69
27041,80
45504,81
21830,100
25419,83
69879,88
76082,66
75054,70
62567,94
3897,98
8226,94
48160,100
62297,94
15420,100
75046,98
27807,94
71774,95
34839,95
20504,88
61013,100
56468,100
37369,100
79472,83
9784,78
14995,96
37205,99
32535,98
22298,98
28015,75
71513,95
68791,100
51827,74
19136,85
17794,93
53270,100
4204,64
4047,84
18602,99
5336,90
12920,98
74857,100
65938,90
28070,100
69776,76
10291,77
37175,85
16973,98
20519,87
51329,79
21259,98
59819,97
27689,88
52325,94
12773,92
59811,90
2371,80
8590,93
41215,89
47358,91
3335,91
70306,76
8701,93
46492,88
75031,76
23797,100
61385,96
5000,100
28577,96
39526,100
10664,99
79060,84
10887,72
18871,100
22960,88
861,99
32611,87
75651,99
16005,82
63282,89
42624,97
75837,82
21794,81
15828,62
40106,75
48921,100
48061,99
33834,100
54108,94
74024,99
35848,100
29478,97
47565,76
74647,97
59525,100
20422,95
14758,88
39824,91
16207,72
31674,73
61169,98
62935,100
79567,92
37603,100
60107,93
33033,85
42327,69
35110,100
28395,100
8885,90
76261,99
46005,97
495,94
55792,76
68910,98
75823,59
61150,80
76772,71
59924,100
18506,68
25982,100
63370,95
54032,100
864,100
29081,100
8056,81
42449,100
16421,89
40451,92
15233,96
59635,100
20532,93
9138,100
32112,70
35717,93
60891,97
28511,71
60856,80
16266,100
61530,84
36638,85
22156,88
16592,100
76264,96
19742,60
41952,76
64577,81
15021,100
22456,100
66448,76
6424,94
21566,75
71846,95
78049,96
25462,76
48042,100
55756,75
22966,100
61861,99
39123,96
27567,96
46446,82
46159,100
49145,71
22676,94
66501,95
9500,91
76368,82
17669,75
1651,98
65979,97
76335,100
37969,100
27740,99
17754,74
57418,92
33547,100
43900,89
38213,83
55331,90
52690,69
19369,98
69076,63
60254,75
28552,77
74618,100
65229,70
33478,83
11573,78
64943,100
59724,100
11214,97
72823,75
32342,82
20436,92
43168,92
71598,64
36091,97
10008,96
51852,86
68493,99
42364,100
39417,58
29174,72
59715,100
73230,87
57263,100
53116,99
41669,100
7474,96
12173,84
55362,80
71583,100
56769,91
18553,88
11687,78
21661,93
16137,99
70775,72
59285,97
70484,98
9376,61
36415,72
47052,100
65085,76
70006,93
7047,60
42985,66
58558,73
29559,83
34572,61
53190,89
65686,93
42684,93
61401,100
47627,67
51498,100
13246,74
38094,100
56405,94
78316,92
65023,100
76722,67
31349,85
61683,70
19819,100
68912,91
14965,86
71186,63
51781,90
77964,69
35780,68
53664,96
66070,100
45451,81
77306,88
41003,93
60834,92
51287,91
74746,100
856,76
11686,86
45076,99
29835,93
52320,97
72283,89
40527,99
54489,100
27562,97
61557,100
28073,61
56297,94
28333,90
19959,100
5750,64
28222,100
73930,100
39504,86
26615,100
43501,97
58736,93
8423,83
11483,100
43292,100
64458,91
32978,93
76051,100
30317,84
12146,77
2740,88
15581,91
35373,83
57071,95
27539,94
56619,82
51710,100
37756,100
2057,79
66248,95
75420,100
62134,96
17257,99
32430,83
1886,100
45233,89
24409,92
63248,90
35010,89
8931,89
16975,100
23789,74
49445,98
54227,95
32847,91
5720,87
42905,89
44920,100
63534,95
20226,100
17597,76
57832,91
48219,95
51609,79
642,89
25379,90
65915,96
59615,79
20271,72
21871,100
78566,86
36685,100
68839,93
23178,71
14970,81
26486,100
38727,75
74958,69
71039,60
74689,96
66246,95
2865,92
47106,65
66915,99
28504,100
67326,82
66014,96
75132,86
55046,100
10234,83
79041,84
2952,70
59848,89
70305,97
19939,97
63291,100
39580,91
53604,64
7212,75
23492,98
41447,95
76885,93
77900,100
47912,100
13986,100
58974,92
78901,73
18523,95
52370,96
7521,98
39777,88
25682,93
53701,55
33929,100
38474,89
31250,84
18941,95
32530,79
23999,96
76056,94
56148,85
69888,81
45726,92
35668,87
55725,83
77392,87
25760,95
70423,100
72133,100
68569,87
74620,100
61589,97
57375,59
68805,93
8219,84
57058,97
32540,98
37999,90
71939,99
39742,96
26401,100
76899,97
66425,100
58991,100
16618,89
64925,88
8086,95
46726,73
33440,100
75261,99
2428,100
26003,94
52911,100
70761,99
29570,100
66052,95
22405,64
78447,100
79775,94
75245,87
11546,95
8722,100
3926,96
74776,99
66680,98
63885,99
75131,84
5203,86
60353,100
46643,97
13961,77
26000,84
65327,100
38599,98
38901,74
28973,62
54575,98
57265,90
3171,97
8872,100
62611,87
79159,88
48435,84
19560,100
31764,100
72081,98
18154,91
25667,100
64419,71
58962,100
58214,100
30657,92
1911,69
6614,100
1079,56
79167,92
21206,75
48620,94
73744,99
764,96
47581,76
33700,98
16371,100
30042,100
843,92
3216,81
3140,73
61970,77
40801,63
12268,78
9387,77
55340,100
5077,88
57205,83
58901,77
70601,89
76938,91
4163,87
21420,89
34144,60
59291,84
56190,61
65517,75
3919,96
46951,100
11056,100
48324,77
30846,88
64398,100
12917,97
35604,99
25502,100
64857,79
6116,86
15121,75
78597,85
51706,98
77281,94
59149,77
65752,81
18738,99
14629,72
47339,79
17514,85
57775,89
39678,73
28980,68
12936,79
1486,94
76576,100
78063,95
21538,89
26355,98
29156,100
73806,91
16495,70
56839,93
15064,89
78299,66
45568,91
55586,62
76034,97
3447,100
10451,81
44094,93
52243,100
27146,68
59275,63
14532,62
6863,96
79829,84
54585,91
12740,99
28606,92
33948,100
78791,92
57429,96
72528,84
31404,95
46518,100
38484,82
59794,71
63703,84
55317,99
27187,100
53601,97
48412,91
17792,93
7465,100
50355,100
34545,100
68309,71
51254,60
26936,89
64912,95
78001,95
63949,89
19630,100
3535,78
41870,100
41554,93
64012,100
66715,92
64635,86
51567,61
79022,85
32489,91
63815,84
40602,100
69702,91
55390,100
32748,98
76155,81
74143,78
66995,100
18645,83
17813,85
54454,61
55196,96
5680,98
43761,96
9831,78
40629,87
71002,85
10258,56
62535,94
67259,88
11714,83
4905,100
16203,100
39218,72
10452,74
57286,85
57896,100
40285,94
8785,97
48660,79
53582,89
7768,100
36390,100
62243,100
75426,61
26529,94
75187,95
31932,97
73816,100
1912,96
72108,100
31095,100
1117,85
31988,89
3204,78
32309,82
69366,76
24815,100
18977,80
14096,96
23031,98
64737,100
44511,98
40422,95
65958,100
30199,93
50595,100
19665,71
59173,91
29116,99
57356,88
71948,90
32506,100
34985,75
60404,90
38937,100
14009,98
27502,100
58410,99
24755,71
69785,66
33238,91
71395,91
63533,100
12934,99
30659,100
19670,100
74471,100
78835,65
65180,97
52158,98
11251,100
74914,66
72965,82
73897,75
46940,100
56296,70
39507,100
50965,100
75924,86
4013,100
46806,99
6726,78
46268,84
57134,100
50327,100
13272,98
21689,100
41307,77
10626,86
34655,100
54839,95
72454,92
61562,87
36098,100
11325,94
77943,91
50668,90
14048,65
7127,80
7378,75
78105,95
29320,99
22240,97
31459,100
32618,92
40929,96
20847,98
1205,100
62605,97
12132,87
72479,98
67862,94
67201,77
62247,100
74757,88
60688,81
30533,88
39263,100
24157,93
14306,96
34205,100
76678,100
8048,100
55254,96
51126,97
34488,100
68164,100
59041,70
51193,100
49022,100
56189,79
48842,100
49194,63
8033,94
17394,72
21575,99
60507,82
37447,90
17313,100
18588,95
24548,98
35455,95
37034,99
41522,95
61215,71
39799,95
14030,98
4351,100
1088,78
8714,100
76212,85
38314,85
48143,98
74781,98
21191,100
77925,84
54705,84
76189,100
71574,100
43006,92
47309,79
7564,100
21195,80
30279,99
47153,92
12048,96
1454,92
48609,68
45729,95
48745,63
78389,93
53397,85
66087,100
28069,98
46050,98
22322,82
9974,93
63454,100
27202,79
47798,77
77313,100
31308,72
14291,100
45209,86
22865,63
6464,100
44187,82
74437,94
32108,92
3492,85
46178,94
57662,100
45566,75
14885,90
46598,56
50480,98
26833,100
4486,92
5079,78
29830,79
22518,99
42495,95
452,94
36105,96
63688,71
59086,100
60782,72
13247,88
44741,100
2471,100
4733,86
25658,100
34452,98
26185,79
39429,78
20956,88
59039,100
38984,100
4003,100
72151,93
66160,86
51369,100
71708,100
53686,95
37563,100
21718,80
7789,100
30339,81
19432,100
50195,86
18047,78
62240,73
63431,100
74569,89
7141,100
1331,100
68626,100
33962,100
7551,79
71061,88
7655,92
61498,97
26940,100
66714,90
39681,80
36424,75
68681,70
28451,96
62512,94
40991,100
18362,77
65712,97
320,85
72368,100
42123,90
27720,98
14977,62
2061,100
31094,83
32383,87
10409,96
34140,91
52188,100
14198,73
15988,84
75573,88
76239,94
56719,83
16334,100
65234,76
57476,100
68892,91
53715,78
42070,100
18361,71
14682,100
20876,100
3318,72
53933,100
32101,86
59832,95
45688,98
37167,94
54557,83
16040,95
10321,97
71011,90
75989,94
40802,89
53112,72
23387,97
6317,71
62660,100
37327,100
71601,96
41278,96
41387,98
43204,56
20817,100
9229,98
66372,96
29398,88
49845,91
59716,87
37473,100
75077,93
28400,84
3422,81
1153,90
28694,100
5871,82
52573,92
75284,67
27039,81
61598,100
33191,95
15075,74
7360,100
50959,94
7945,99
15173,74
32783,63
68383,100
51583,83
9071,81
10645,100
16403,94
56511,82
2552,80
27353,73
64523,93
38490,94
42452,77
63941,100
482,96
36189,86
29440,100
25364,97
22380,78
78107,100
78562,86
910,100
58723,95
69532,100
31823,100
3893,100
69812,100
48106,85
58390,89
17416,88
75220,98
66044,99
70984,96
79451,100
7325,99
72772,78
72876,89
61924,87
60711,98
36389,94
55090,86
78222,77
72565,97
78029,100
34408,86
52367,75
43889,96
54188,85
3541,81
75066,72
34267,91
78450,85
44657,95
66697,90
25844,97
61936,76
9867,83
68244,100
1508,99
20762,95
59860,95
66568,94
12181,100
63531,100
71723,100
36118,90
78468,60
77029,100
45850,92
5364,98
59010,75
23660,84
50483,99
7877,100
60677,96
138,100
31007,74
38729,100
24231,100
26751,92
62880,100
78418,69
45932,99
79343,66
51864,98
63196,76
38959,100
39100,93
72575,100
13116,89
61118,79
63130,100
34319,76
13349,64
1341,72
23398,98
19202,72
58627,81
48830,78
40035,100
74172,86
29427,100
68306,100
35244,95
16731,80
2567,97
30875,94
32835,98
65476,94
38569,90
36236,75
58453,92
54205,100
118,93
62674,81
37269,73
32520,100
59072,61
8871,100
32705,92
62118,98
42610,86
43525,81
66597,73
13596,94
11083,90
12987,100
13951,99
55275,78
1700,92
69629,89
76937,92
9614,81
77808,96
6960,94
53980,98
61690,100
77271,100
21515,100
53865,100
69524,92
59535,96
7155,96
49474,76
46585,82
71809,64
56191,92
58911,70
35710,94
4710,100
11679,100
70880,96
77980,96
13968,73
52332,85
45859,66
21234,81
25859,100
19448,100
2399,92
49044,94
49046,98
34887,100
75236,100
74443,78
25992,95
13222,92
32912,100
63618,92
53884,82
4276,86
54957,100
11049,99
13079,78
55252,91
18862,100
29864,97
15185,81
13389,85
6167,89
27568,94
28082,85
69350,94
8647,97
8438,100
54275,100
5246,100
61128,84
63161,55
64677,80
30927,100
1081,98
28499,94
8291,88
6735,80
18214,74
10934,98
33182,82
7459,70
594,100
35315,66
45047,96
22067,96
55543,100
9546,91
16650,100
58560,95
59553,74
58053,100
1270,78
21616,100
35175,100
42310,97
37879,100
72168,95
78732,92
59942,87
22799,89
24636,100
1187,98
32999,58
20909,98
227,90
41284,100
37671,100
61839,72
58458,100
56590,100
42420,99
71173,98
22821,82
52763,97
34883,100
40841,94
46467,94
60407,100
76596,100
34081,100
4002,84
69121,100
67933,100
78737,72
3123,82
66065,90
33480,100
49363,100
588,100
76993,91
78477,82
33437,97
48998,93
45823,99
56272,100
45617,100
60710,100
53985,77
44200,80
24055,88
38888,93
48838,97
8644,57
70205,100
50317,83
8710,87
28190,82
16714,96
15595,100
14398,73
61526,77
9253,99
53824,82
58087,95
54343,89
13163,77
31584,99
19299,82
62198,97
64119,88
34941,92
65330,66
54079,60
22420,100
52938,100
11883,75
65759,89
78168,95
42446,86
54816,65
46328,100
52822,88
79903,86
62943,100
6519,98
58016,100
43072,100
6029,77
13478,98
7216,87
61362,93
19138,81
9935,95
64516,67
50044,95
11530,98
23723,79
19291,78
16836,98
77656,97
49879,100
37387,61
20365,77
79149,100
59349,99
58676,96
24601,85
51689,84
52944,100
54615,92
31208,99
9372,95
63816,85
73154,75
13010,93
55278,66
22691,93
1381,78
23194,100
28289,89
68775,95
59552,60
10303,77
6245,70
32846,77
3942,87
3490,93
67987,94
21935,96
24868,97
63742,100
38466,79
11012,92
77130,70
76203,72
37595,87
27265,71
57893,96
70543,93
49853,88
18611,78
53812,83
2185,96
70792,100
41129,96
30797,74
67222,90
65859,95
69179,98
10740,74
55234,100
43877,68
63829,100
28859,66
14642,75
44722,95
15648,84
49121,73
79222,80
19074,92
37951,97
37378,93
20500,95
2514,82
58698,73
78612,72
65884,100
28573,82
54214,100
17725,98
69703,95
12063,93
19864,82
33783,96
66465,91
57694,100
50029,91
44286,82
71521,100
9042,70
21239,77
70822,81
54455,100
36940,100
927,95
6200,78
14887,100
58002,95
18780,99
22397,84
26499,98
47722,99
55125,67
25662,100
20582,100
12890,67
1093,67
78400,99
70437,93
33261,81
12510,91
40323,96
68869,60
13848,96
16624,100
77763,74
44458,100
25279,100
38877,62
22339,96
76425,60
71145,70
57567,76
67445,79
69230,78
55647,97
50706,100
59456,100
11195,85
75201,100
32867,68
5224,74
30992,100
46505,85
69557,72
54138,77
9395,89
40727,62
50626,100
4247,100
20086,91
55417,100
79055,91
13642,65
18461,84
67610,96
75748,98
77504,90
34493,93
7384,83
11893,100
43038,100
20571,82
9557,92
21499,100
54109,98
64927,93
18605,95
29772,96
19341,90
15502,100
74863,100
22305,100
76227,95
63020,93
45760,96
28537,69
45414,95
56940,87
9650,70
72297,68
27526,92
57451,85
10188,97
29408,99
70908,100
66864,99
72418,66
19183,64
19124,90
42154,100
69959,100
60077,88
78581,96
15240,98
61717,84
17970,100
9530,76
6292,93
50090,99
9713,100
34957,63
19985,94
13194,85
1523,71
5839,91
19219,99
20481,100
78812,100
77555,89
1258,100
71633,100
15252,96
60427,88
48847,77
14362,83
20591,87
28055,77
69729,88
74327,100
11722,100
56658,79
53583,100
25397,98
48314,99
69068,100
26058,100
71898,100
51503,77
13930,57
2348,100
54061,100
17463,66
53984,81
20866,84
34167,100
25822,93
32095,87
70886,87
51575,100
50915,100
11585,88
71258,53
32194,100
39920,88
38943,93
49627,61
51928,89
75296,86
18493,94
71451,75
50922,69
45955,99
64903,87
20416,95
60374,69
76724,55
11093,72
9132,83
46044,93
42515,100
61350,100
79675,80
43079,72
49937,100
31552,81
38362,95
24319,83
70548,80
74636,73
73273,88
74986,100
6749,78
24167,96
76199,97
57330,100
58767,92
49336,81
12471,99
27157,100
10982,77
61926,96
6203,95
43666,62
57098,95
54846,82
3965,97
32234,96
68861,62
2808,90
63290,90
77027,96
32032,83
39438,83
65767,93
69346,100
19418,99
58450,90
22701,97
9511,91
40062,100
67161,77
12235,100
27637,99
69119,71
62916,97
42634,75
62830,74
11831,86
73652,89
79165,94
63461,84
32830,88
27647,78
70993,80
72785,85
66513,86
20033,99
53371,67
50933,100
21620,100
61115,63
27069,79
33928,81
57914,63
46620,94
18986,99
30601,92
39591,91
29049,100
45910,87
47828,98
77186,89
25976,82
58304,79
9483,100
73252,98
35218,91
40857,88
50148,79
37141,70
20804,77
33957,86
16879,73
60303,96
55190,91
22222,66
35390,100
43484,74
41543,66
39112,80
21455,92
30914,57
7556,97
42358,99
59490,75
28621,100
75179,100
43658,95
50213,100
45231,100
68366,100
43045,96
14460,67
58765,81
68039,87
67388,90
35362,95
13686,72
69597,80
63993,86
46593,100
32973,71
45344,97
32879,73
14434,96
17351,93
32504,97
12887,93
73598,93
55648,77
74571,100
76698,92
6066,90
76460,100
74154,100
74419,88
51694,98
26177,96
65602,100
45777,82
48026,96
65555,87
48743,81
8610,78
6017,92
44756,94
18613,100
79162,81
54942,100
16519,58
7213,99
36518,100
64089,91
7897,92
50489,97
28265,84
10518,91
72797,100
25234,99
63139,94
10522,96
41312,78
15106,98
61567,100
3092,66
1750,98
56408,100
66636,98
65427,86
